employee_id,training_program_name,training_date,training_type,training_outcome,training_duration_days,training_cost,training_date_key
3171,Leadership Development,2023-06-30,External,Failed,4,248.66,20230630.0
3172,Customer Service,2022-12-25,External,Failed,5,742.18,20221225.0
3173,Communication Skills,2023-06-01,External,Incomplete,3,573.31,20230601.0
3174,Communication Skills,2022-12-09,External,Completed,4,860.91,20221209.0
3175,Technical Skills,2023-05-22,External,Failed,4,686.77,20230522.0
3176,Leadership Development,2023-01-24,External,Passed,5,638.26,20230124.0
3177,Leadership Development,2023-03-25,External,Incomplete,2,423.71,20230325.0
3178,Communication Skills,2023-05-02,Internal,Incomplete,3,708.78,20230502.0
3179,Leadership Development,2023-05-03,Internal,Passed,2,376.96,20230503.0
3180,Project Management,2023-07-03,External,Completed,1,829.59,20230703.0
3181,Leadership Development,2023-01-13,Internal,Incomplete,4,900.21,20230113.0
3182,Technical Skills,2023-05-02,Internal,Passed,2,825.61,20230502.0
3183,Customer Service,2023-07-28,External,Completed,1,205.22,20230728.0
3184,Technical Skills,2022-09-09,Internal,Failed,3,441.79,20220909.0
3185,Communication Skills,2022-11-28,External,Passed,3,491.87,20221128.0
3186,Technical Skills,2023-04-10,Internal,Failed,4,927.48,20230410.0
3187,Leadership Development,2023-07-26,Internal,Completed,3,831.15,20230726.0
3188,Leadership Development,2023-05-16,Internal,Incomplete,3,976.9,20230516.0
3189,Leadership Development,2022-09-11,Internal,Passed,5,574.76,20220911.0
3190,Leadership Development,2023-07-13,External,Passed,3,911.6,20230713.0
3191,Project Management,2023-02-05,External,Incomplete,3,476.39,20230205.0
3192,Technical Skills,2022-08-28,Internal,Incomplete,1,752.12,20220828.0
3193,Project Management,2023-04-16,External,Completed,3,240.94,20230416.0
3194,Leadership Development,2023-01-23,Internal,Passed,5,143.28,20230123.0
3195,Customer Service,2023-06-28,External,Failed,1,556.09,20230628.0
3196,Customer Service,2023-06-06,Internal,Passed,5,518.62,20230606.0
3197,Customer Service,2022-11-10,Internal,Failed,4,694.79,20221110.0
3198,Communication Skills,2023-06-01,Internal,Completed,2,445.34,20230601.0
3199,Technical Skills,2022-09-23,Internal,Incomplete,5,609.18,20220923.0
3200,Communication Skills,2023-03-18,Internal,Completed,1,473.02,20230318.0
3201,Leadership Development,2023-06-05,Internal,Failed,2,758.46,20230605.0
3202,Customer Service,2022-08-30,Internal,Passed,3,194.06,20220830.0
3203,Project Management,2022-09-01,External,Passed,2,317.06,20220901.0
3204,Communication Skills,2022-08-09,Internal,Passed,1,291.9,20220809.0
3206,Leadership Development,2023-04-01,Internal,Passed,2,143.32,20230401.0
3207,Technical Skills,2023-02-17,External,Passed,3,724.51,20230217.0
3208,Leadership Development,2023-04-03,Internal,Passed,2,955.32,20230403.0
3209,Project Management,2023-03-06,Internal,Incomplete,5,259.71,20230306.0
3210,Project Management,2022-12-31,External,Failed,2,128.89,20221231.0
3211,Customer Service,2022-10-13,External,Incomplete,4,513.76,20221013.0
3212,Customer Service,2023-01-20,External,Failed,2,944.89,20230120.0
3213,Communication Skills,2023-04-09,External,Passed,2,494.29,20230409.0
3214,Project Management,2023-01-25,Internal,Incomplete,4,521.05,20230125.0
3215,Communication Skills,2023-07-06,External,Failed,3,183.77,20230706.0
3216,Leadership Development,2023-03-17,External,Passed,5,143.08,20230317.0
3217,Customer Service,2023-06-09,External,Passed,3,723.2,20230609.0
3218,Leadership Development,2023-01-21,External,Incomplete,2,526.6,20230121.0
3219,Communication Skills,2023-03-28,External,Passed,2,771.06,20230328.0
3220,Technical Skills,2022-11-11,Internal,Failed,4,839.86,20221111.0
3221,Communication Skills,2023-05-11,Internal,Failed,4,628.77,20230511.0
3222,Communication Skills,2022-09-25,Internal,Completed,3,433.67,20220925.0
3223,Communication Skills,2023-03-14,Internal,Incomplete,4,158.97,20230314.0
3224,Project Management,2022-09-14,External,Completed,2,107.77,20220914.0
3225,Communication Skills,2023-07-26,Internal,Completed,1,374.1,20230726.0
3226,Leadership Development,2023-03-01,External,Incomplete,2,471.42,20230301.0
3228,Customer Service,2022-08-09,External,Passed,3,272.77,20220809.0
3229,Technical Skills,2022-12-30,Internal,Incomplete,3,757.48,20221230.0
3231,Customer Service,2022-10-24,External,Failed,3,668.59,20221024.0
3234,Leadership Development,2022-11-03,Internal,Completed,3,185.58,20221103.0
3235,Project Management,2023-02-08,Internal,Failed,3,667.23,20230208.0
3236,Communication Skills,2022-12-17,Internal,Completed,5,209.99,20221217.0
3237,Leadership Development,2023-06-12,Internal,Failed,5,114.81,20230612.0
3238,Project Management,2023-02-08,External,Incomplete,2,964.12,20230208.0
3239,Leadership Development,2022-10-15,External,Passed,1,818.77,20221015.0
3240,Project Management,2022-10-15,External,Passed,3,801.31,20221015.0
3241,Communication Skills,2022-10-14,Internal,Completed,5,674.84,20221014.0
3242,Communication Skills,2022-10-25,Internal,Incomplete,2,364.55,20221025.0
3243,Technical Skills,2022-09-20,Internal,Completed,1,174.03,20220920.0
3244,Communication Skills,2022-12-01,Internal,Failed,4,816.37,20221201.0
3245,Project Management,2023-04-29,External,Incomplete,1,163.79,20230429.0
3246,Technical Skills,2023-01-31,Internal,Failed,1,325.19,20230131.0
3247,Communication Skills,2023-02-26,Internal,Completed,1,834.12,20230226.0
3248,Customer Service,2023-01-28,External,Completed,2,222.11,20230128.0
3249,Communication Skills,2023-03-08,Internal,Failed,4,875.83,20230308.0
3250,Communication Skills,2023-02-06,External,Completed,1,232.39,20230206.0
3251,Leadership Development,2022-11-25,Internal,Completed,4,719.24,20221125.0
3252,Communication Skills,2022-11-08,Internal,Incomplete,5,102.7,20221108.0
3255,Leadership Development,2022-08-07,External,Incomplete,3,975.75,20220807.0
3256,Customer Service,2023-04-01,External,Failed,4,202.81,20230401.0
3257,Project Management,2023-06-24,External,Completed,3,309.86,20230624.0
3258,Leadership Development,2023-07-16,Internal,Completed,2,909.73,20230716.0
3259,Project Management,2023-01-11,Internal,Failed,5,577.84,20230111.0
3260,Customer Service,2022-12-03,External,Failed,2,681.18,20221203.0
3262,Communication Skills,2023-05-10,Internal,Passed,4,959.73,20230510.0
3263,Project Management,2023-04-11,Internal,Passed,5,320.26,20230411.0
3264,Leadership Development,2022-09-01,Internal,Failed,4,506.18,20220901.0
3265,Customer Service,2022-12-07,External,Failed,1,721.96,20221207.0
3266,Project Management,2022-11-17,External,Incomplete,5,157.85,20221117.0
3267,Communication Skills,2022-10-27,External,Incomplete,1,980.78,20221027.0
3268,Project Management,2023-06-24,Internal,Failed,5,988.08,20230624.0
3269,Customer Service,2023-04-11,Internal,Passed,1,322.45,20230411.0
3270,Leadership Development,2022-10-13,External,Passed,1,147.59,20221013.0
3271,Technical Skills,2023-03-15,External,Passed,3,747.02,20230315.0
3272,Leadership Development,2023-01-30,External,Passed,2,419.09,20230130.0
3273,Technical Skills,2022-11-04,Internal,Passed,3,484.19,20221104.0
3275,Technical Skills,2022-11-28,Internal,Incomplete,3,942.66,20221128.0
3276,Project Management,2022-08-15,External,Completed,3,826.54,20220815.0
3277,Project Management,2023-03-14,Internal,Passed,1,997.87,20230314.0
3278,Leadership Development,2023-03-15,Internal,Failed,3,855.9,20230315.0
3279,Technical Skills,2022-10-30,Internal,Incomplete,4,518.24,20221030.0
3280,Project Management,2022-09-24,External,Incomplete,3,580.09,20220924.0
3281,Project Management,2023-01-23,Internal,Passed,3,104.8,20230123.0
3282,Project Management,2023-05-09,External,Failed,2,939.86,20230509.0
3283,Communication Skills,2023-03-03,Internal,Incomplete,2,353.7,20230303.0
3284,Technical Skills,2022-10-20,External,Incomplete,5,538.22,20221020.0
3285,Project Management,2023-05-07,External,Incomplete,2,698.54,20230507.0
3286,Project Management,2023-05-16,External,Completed,1,692.96,20230516.0
3287,Project Management,2022-08-18,Internal,Incomplete,3,997.37,20220818.0
3288,Customer Service,2022-12-15,Internal,Failed,1,523.79,20221215.0
3289,Customer Service,2023-03-31,Internal,Completed,5,923.23,20230331.0
3290,Customer Service,2023-01-24,External,Completed,5,406.19,20230124.0
3291,Technical Skills,2022-10-02,Internal,Completed,2,394.74,20221002.0
3292,Leadership Development,2023-01-03,Internal,Passed,5,237.3,20230103.0
3293,Leadership Development,2023-01-19,Internal,Incomplete,2,261.25,20230119.0
3295,Leadership Development,2022-10-04,Internal,Passed,4,286.88,20221004.0
3298,Customer Service,2023-04-15,Internal,Completed,1,549.56,20230415.0
3299,Leadership Development,2023-04-02,Internal,Incomplete,4,721.03,20230402.0
3300,Leadership Development,2023-04-24,External,Incomplete,2,897.32,20230424.0
3301,Customer Service,2023-02-03,Internal,Incomplete,1,443.13,20230203.0
3303,Customer Service,2023-07-19,Internal,Incomplete,2,249.76,20230719.0
3304,Communication Skills,2023-06-15,External,Incomplete,2,123.32,20230615.0
3305,Project Management,2022-12-01,Internal,Completed,1,149.24,20221201.0
3306,Project Management,2023-01-13,External,Incomplete,3,267.72,20230113.0
3307,Leadership Development,2023-01-28,Internal,Passed,5,837.16,20230128.0
3308,Project Management,2023-04-05,Internal,Passed,4,864.47,20230405.0
3309,Customer Service,2022-09-15,External,Completed,3,547.86,20220915.0
3310,Project Management,2023-07-22,External,Incomplete,3,514.23,20230722.0
3311,Communication Skills,2022-12-10,Internal,Passed,3,773.82,20221210.0
3312,Communication Skills,2022-11-11,Internal,Failed,4,760.81,20221111.0
3313,Technical Skills,2023-03-30,Internal,Failed,1,705.95,20230330.0
3314,Customer Service,2023-06-10,External,Incomplete,2,651.52,20230610.0
3315,Leadership Development,2023-02-03,Internal,Incomplete,1,976.59,20230203.0
3317,Customer Service,2022-12-20,External,Passed,1,870.15,20221220.0
3319,Technical Skills,2023-06-27,Internal,Completed,2,141.88,20230627.0
3320,Project Management,2022-10-16,Internal,Completed,3,678.77,20221016.0
3321,Project Management,2022-08-23,Internal,Passed,1,134.05,20220823.0
3322,Communication Skills,2023-05-11,External,Failed,5,371.76,20230511.0
3325,Technical Skills,2023-04-17,External,Completed,4,747.42,20230417.0
3326,Project Management,2022-11-06,Internal,Completed,3,115.27,20221106.0
3327,Customer Service,2023-06-04,Internal,Incomplete,3,454.55,20230604.0
3328,Technical Skills,2022-11-26,Internal,Failed,1,391.22,20221126.0
3329,Customer Service,2022-12-21,External,Incomplete,3,845.51,20221221.0
3330,Project Management,2023-04-22,External,Incomplete,2,713.22,20230422.0
3331,Communication Skills,2022-08-11,Internal,Passed,2,242.55,20220811.0
3332,Technical Skills,2023-02-09,Internal,Completed,5,385.68,20230209.0
3333,Customer Service,2023-01-05,Internal,Passed,4,995.4,20230105.0
3334,Project Management,2022-10-23,External,Completed,5,583.4,20221023.0
3335,Project Management,2023-03-17,Internal,Incomplete,5,388.61,20230317.0
3336,Leadership Development,2023-04-02,Internal,Incomplete,4,290.13,20230402.0
3337,Customer Service,2023-04-28,Internal,Failed,3,933.76,20230428.0
3338,Project Management,2023-06-23,External,Incomplete,3,796.62,20230623.0
3339,Customer Service,2023-02-02,External,Failed,4,986.69,20230202.0
3340,Technical Skills,2023-07-09,External,Failed,4,965.82,20230709.0
3341,Technical Skills,2023-07-19,Internal,Failed,1,933.59,20230719.0
3342,Leadership Development,2022-11-15,Internal,Failed,4,583.66,20221115.0
3343,Technical Skills,2023-07-05,External,Failed,2,819.62,20230705.0
3344,Communication Skills,2022-11-20,Internal,Failed,5,925.0,20221120.0
3345,Project Management,2022-12-28,External,Incomplete,5,127.93,20221228.0
3348,Project Management,2023-04-29,Internal,Passed,2,922.33,20230429.0
3349,Project Management,2022-08-31,Internal,Incomplete,5,306.01,20220831.0
3350,Project Management,2022-09-30,Internal,Passed,2,963.95,20220930.0
3351,Communication Skills,2023-02-17,External,Incomplete,1,388.02,20230217.0
3352,Project Management,2023-04-26,Internal,Failed,1,140.61,20230426.0
3353,Project Management,2023-03-14,External,Incomplete,3,749.47,20230314.0
3354,Communication Skills,2022-11-19,Internal,Incomplete,5,503.22,20221119.0
3355,Leadership Development,2023-06-14,Internal,Passed,4,492.21,20230614.0
3356,Leadership Development,2022-08-08,External,Completed,5,890.94,20220808.0
3357,Technical Skills,2023-07-12,Internal,Failed,2,621.3,20230712.0
3359,Project Management,2023-04-13,External,Passed,5,886.07,20230413.0
3360,Customer Service,2022-12-14,External,Passed,3,740.89,20221214.0
3361,Communication Skills,2022-11-14,External,Passed,1,921.81,20221114.0
3362,Customer Service,2023-07-31,Internal,Passed,2,348.84,20230731.0
3363,Customer Service,2023-05-22,External,Completed,2,826.15,20230522.0
3364,Leadership Development,2022-12-01,Internal,Completed,1,205.35,20221201.0
3365,Communication Skills,2022-08-23,External,Incomplete,1,349.86,20220823.0
3366,Project Management,2022-09-20,External,Passed,1,546.47,20220920.0
3367,Leadership Development,2023-06-09,Internal,Passed,2,448.21,20230609.0
3370,Customer Service,2023-06-06,External,Completed,2,264.88,20230606.0
3371,Communication Skills,2022-12-01,Internal,Passed,2,210.15,20221201.0
3372,Technical Skills,2023-05-05,External,Passed,4,627.18,20230505.0
3373,Customer Service,2022-12-29,External,Incomplete,1,575.42,20221229.0
3374,Communication Skills,2022-11-27,Internal,Completed,4,123.64,20221127.0
3375,Technical Skills,2023-06-30,Internal,Failed,1,655.61,20230630.0
3376,Project Management,2023-02-20,External,Incomplete,4,410.54,20230220.0
3377,Communication Skills,2022-10-24,Internal,Completed,2,485.17,20221024.0
3378,Technical Skills,2023-07-08,External,Passed,1,731.18,20230708.0
3380,Technical Skills,2022-10-26,Internal,Incomplete,1,399.81,20221026.0
3381,Customer Service,2022-08-30,Internal,Incomplete,4,604.06,20220830.0
3382,Project Management,2023-04-14,Internal,Failed,2,815.35,20230414.0
3383,Leadership Development,2022-11-16,Internal,Failed,4,750.79,20221116.0
3384,Leadership Development,2022-11-19,Internal,Passed,1,981.44,20221119.0
3385,Technical Skills,2023-02-10,External,Failed,5,553.4,20230210.0
3386,Leadership Development,2022-08-26,External,Incomplete,1,348.3,20220826.0
3387,Technical Skills,2022-10-16,Internal,Completed,3,912.09,20221016.0
3388,Leadership Development,2022-11-03,External,Failed,2,278.04,20221103.0
3389,Project Management,2022-10-18,External,Completed,5,812.22,20221018.0
3391,Communication Skills,2023-04-01,Internal,Incomplete,2,374.13,20230401.0
3392,Technical Skills,2023-01-23,External,Completed,3,319.39,20230123.0
3393,Leadership Development,2023-07-30,External,Passed,5,538.8,20230730.0
3394,Leadership Development,2022-09-12,External,Incomplete,3,845.75,20220912.0
3395,Communication Skills,2022-08-24,Internal,Failed,3,745.69,20220824.0
3396,Leadership Development,2023-04-15,External,Passed,4,743.92,20230415.0
3397,Project Management,2022-10-05,Internal,Incomplete,2,826.58,20221005.0
3398,Project Management,2022-08-24,External,Passed,2,155.61,20220824.0
3399,Leadership Development,2022-12-01,External,Failed,3,898.26,20221201.0
3400,Leadership Development,2023-07-21,External,Passed,1,639.06,20230721.0
3402,Customer Service,2023-07-05,External,Incomplete,2,783.25,20230705.0
3403,Communication Skills,2023-06-08,External,Completed,5,406.68,20230608.0
3406,Customer Service,2023-04-27,Internal,Incomplete,1,538.94,20230427.0
3407,Leadership Development,2023-02-06,External,Incomplete,1,501.87,20230206.0
3408,Leadership Development,2022-08-13,External,Failed,5,877.62,20220813.0
3409,Technical Skills,2023-07-27,Internal,Failed,2,575.11,20230727.0
3410,Leadership Development,2023-03-05,External,Failed,2,729.76,20230305.0
3411,Customer Service,2023-05-31,Internal,Incomplete,5,961.53,20230531.0
3412,Leadership Development,2022-10-07,External,Incomplete,2,966.67,20221007.0
3413,Customer Service,2023-03-20,External,Passed,5,394.1,20230320.0
3414,Project Management,2023-07-23,External,Incomplete,2,616.09,20230723.0
3415,Leadership Development,2022-09-16,Internal,Completed,4,103.35,20220916.0
3416,Leadership Development,2023-02-18,External,Incomplete,5,488.05,20230218.0
3417,Project Management,2023-03-10,External,Incomplete,5,906.21,20230310.0
3418,Technical Skills,2023-06-15,Internal,Completed,4,397.08,20230615.0
3419,Project Management,2023-05-18,External,Passed,3,999.72,20230518.0
3420,Project Management,2022-12-15,External,Passed,2,489.02,20221215.0
3421,Customer Service,2023-01-22,External,Passed,1,786.71,20230122.0
3423,Technical Skills,2022-10-14,External,Completed,1,439.65,20221014.0
3424,Project Management,2022-08-18,Internal,Completed,5,981.13,20220818.0
3425,Technical Skills,2023-05-19,External,Completed,3,184.27,20230519.0
3426,Leadership Development,2023-05-02,Internal,Failed,5,675.37,20230502.0
